instance_id,mode,seed,sol_id,att_default,sumo_seed,att
A_k4_3od_x0.8,init,3,S0019,181.0325,201,184.51625
A_k4_3od_x0.8,init,3,S0019,181.0325,202,186.70875
A_k4_3od_x0.8,init,3,S0019,181.0325,203,187.54375
A_k4_3od_x0.8,init,3,S0019,181.0325,204,178.99625
A_k4_3od_x0.8,init,3,S0019,181.0325,205,192.33375
A_k4_3od_x0.8,init,4,S0009,189.34875,201,189.70375
A_k4_3od_x0.8,init,4,S0009,189.34875,202,199.46875
A_k4_3od_x0.8,init,4,S0009,189.34875,203,187.625
A_k4_3od_x0.8,init,4,S0009,189.34875,204,186.22875
A_k4_3od_x0.8,init,4,S0009,189.34875,205,203.75125
A_k4_3od_x0.8,init,5,S0012,189.695,201,195.62625
A_k4_3od_x0.8,init,5,S0012,189.695,202,203.7025
A_k4_3od_x0.8,init,5,S0012,189.695,203,193.54
A_k4_3od_x0.8,init,5,S0012,189.695,204,199.18375
A_k4_3od_x0.8,init,5,S0012,189.695,205,200.605
A_k4_3od_x0.8,init,6,S0017,182.035,201,190.5525
A_k4_3od_x0.8,init,6,S0017,182.035,202,187.905
A_k4_3od_x0.8,init,6,S0017,182.035,203,197.07375
A_k4_3od_x0.8,init,6,S0017,182.035,204,208.29
A_k4_3od_x0.8,init,6,S0017,182.035,205,185.38625
A_k4_3od_x0.8,init,7,S0011,187.7625,201,191.905
A_k4_3od_x0.8,init,7,S0011,187.7625,202,192.01375
A_k4_3od_x0.8,init,7,S0011,187.7625,203,189.06375
A_k4_3od_x0.8,init,7,S0011,187.7625,204,199.31125
A_k4_3od_x0.8,init,7,S0011,187.7625,205,197.0225
A_k4_3od_x0.8,init,8,S0006,189.48,201,192.72
A_k4_3od_x0.8,init,8,S0006,189.48,202,189.0175
A_k4_3od_x0.8,init,8,S0006,189.48,203,187.34375
A_k4_3od_x0.8,init,8,S0006,189.48,204,192.0
A_k4_3od_x0.8,init,8,S0006,189.48,205,186.34375
A_k4_3od_x0.8,init,9,S0020,184.725,201,193.43125
A_k4_3od_x0.8,init,9,S0020,184.725,202,197.07625
A_k4_3od_x0.8,init,9,S0020,184.725,203,194.02375
A_k4_3od_x0.8,init,9,S0020,184.725,204,195.115
A_k4_3od_x0.8,init,9,S0020,184.725,205,203.54875
A_k4_3od_x0.8,mutation,0,S0008,189.10375,201,199.6325
A_k4_3od_x0.8,mutation,0,S0008,189.10375,202,192.40625
A_k4_3od_x0.8,mutation,0,S0008,189.10375,203,198.4325
A_k4_3od_x0.8,mutation,0,S0008,189.10375,204,195.38125
A_k4_3od_x0.8,mutation,0,S0008,189.10375,205,196.97125
A_k4_3od_x0.8,mutation,1,S0020,184.725,201,193.43125
A_k4_3od_x0.8,mutation,1,S0020,184.725,202,197.07625
A_k4_3od_x0.8,mutation,1,S0020,184.725,203,194.02375
A_k4_3od_x0.8,mutation,1,S0020,184.725,204,195.115
A_k4_3od_x0.8,mutation,1,S0020,184.725,205,203.54875
A_k4_3od_x0.8,mutation,2,S0019,181.0325,201,184.51625
A_k4_3od_x0.8,mutation,2,S0019,181.0325,202,186.70875
A_k4_3od_x0.8,mutation,2,S0019,181.0325,203,187.54375
A_k4_3od_x0.8,mutation,2,S0019,181.0325,204,178.99625
A_k4_3od_x0.8,mutation,2,S0019,181.0325,205,192.33375
A_k4_3od_x0.8,mutation,3,S0017,182.035,201,190.5525
A_k4_3od_x0.8,mutation,3,S0017,182.035,202,187.905
A_k4_3od_x0.8,mutation,3,S0017,182.035,203,197.07375
A_k4_3od_x0.8,mutation,3,S0017,182.035,204,208.29
A_k4_3od_x0.8,mutation,3,S0017,182.035,205,185.38625
A_k4_3od_x0.8,mutation,4,S0003,181.055,201,188.25
A_k4_3od_x0.8,mutation,4,S0003,181.055,202,192.7275
A_k4_3od_x0.8,mutation,4,S0003,181.055,203,188.595
A_k4_3od_x0.8,mutation,4,S0003,181.055,204,182.21625
A_k4_3od_x0.8,mutation,4,S0003,181.055,205,193.7925
A_k4_3od_x0.8,mutation,5,S0020,184.725,201,193.43125
A_k4_3od_x0.8,mutation,5,S0020,184.725,202,197.07625
A_k4_3od_x0.8,mutation,5,S0020,184.725,203,194.02375
A_k4_3od_x0.8,mutation,5,S0020,184.725,204,195.115
A_k4_3od_x0.8,mutation,5,S0020,184.725,205,203.54875
A_k4_3od_x0.8,mutation,6,S0017,182.035,201,190.5525
A_k4_3od_x0.8,mutation,6,S0017,182.035,202,187.905
A_k4_3od_x0.8,mutation,6,S0017,182.035,203,197.07375
