sample_idx,k,y_dataset_randseed,att_eval_seed
166,1,318.15301513671875,301.075
167,2,322.39300537109375,306.925
168,1,300.0090026855469,303.151
169,4,312.302001953125,294.212
170,1,309.7510070800781,310.89
173,2,302.7090148925781,308.118
174,4,304.8949890136719,295.388
175,1,300.260009765625,299.278
176,4,310.7430114746094,322.583
177,2,275.5,284.584
178,2,294.45599365234375,302.815
179,4,286.25,275.175
180,1,293.5559997558594,307.786
181,3,287.90399169921875,289.876
182,1,325.3450012207031,309.908
183,2,308.3489990234375,304.785
184,3,283.77899169921875,292.818
185,2,330.48199462890625,311.104
186,4,325.4830017089844,286.398
188,2,294.81201171875,297.978
190,1,299.77301025390625,315.812
191,3,331.2969970703125,328.719
193,4,369.3529968261719,354.641
194,3,282.6059875488281,283.366
195,4,269.5610046386719,276.106
196,1,294.6289978027344,295.318
198,4,270.76800537109375,276.001
199,1,311.989990234375,310.89
201,1,313.5539855957031,307.786
202,3,287.9570007324219,280.856
203,2,288.0159912109375,296.533
204,3,312.4159851074219,314.801
205,3,315.7510070800781,310.89
206,2,296.7099914550781,309.259
207,2,299.09100341796875,297.85
208,4,317.69000244140625,296.119
209,2,308.572998046875,307.568
210,1,300.6400146484375,303.944
211,1,335.510009765625,352.346
213,4,238.25,266.4
214,1,355.0899963378906,352.346
215,2,297.385009765625,283.254
216,4,290.06201171875,294.683
217,4,346.9729919433594,346.057
218,3,308.8030090332031,297.759
219,4,311.75799560546875,308.265
220,1,300.05999755859375,309.648
221,4,315.4649963378906,300.741
223,4,291.8630065917969,316.915
224,2,293.7569885253906,309.012
225,1,290.9599914550781,308.665
226,1,297.6830139160156,309.555
227,3,292.0350036621094,286.964
228,4,312.0010070800781,296.712
229,3,310.3429870605469,287.593
230,1,300.3330078125,311.341
231,2,299.5589904785156,314.388
232,4,311.3760070800781,324.725
237,1,302.7550048828125,307.786
238,2,295.57598876953125,286.757
241,1,297.68499755859375,311.897
242,4,309.62799072265625,291.467
244,3,290.7749938964844,294.033
245,2,302.4150085449219,302.372
246,3,319.5270080566406,302.114
247,3,307.72601318359375,322.635
248,4,301.12298583984375,291.074
249,3,277.4469909667969,290.147
250,3,294.56201171875,278.707
251,4,284.3190002441406,280.816
252,3,287.8580017089844,290.312
253,2,326.18499755859375,338.197
254,3,306.54901123046875,299.276
255,3,310.90301513671875,311.341
257,1,344.510986328125,352.346
258,3,292.3320007324219,315.812
260,4,321.60198974609375,304.447
261,3,296.1400146484375,277.974
262,2,277.1029968261719,271.806
263,2,289.4779968261719,315.407
264,2,280.1579895019531,298.399
266,3,292.5889892578125,274.264
267,4,318.1499938964844,316.727
268,4,316.64599609375,315.396
269,4,268.78900146484375,270.618
270,1,308.1570129394531,308.665
271,1,302.2749938964844,308.567
272,2,332.1820068359375,319.137
275,3,302.4410095214844,295.134
276,4,300.9410095214844,292.491
277,1,304.2929992675781,297.059
278,3,310.281005859375,277.065
279,1,296.4419860839844,315.812
280,3,307.5039978027344,314.151
281,4,298.27801513671875,276.721
282,2,308.072998046875,280.385
283,1,303.85198974609375,315.812
285,3,311.6940002441406,309.48
286,2,312.23199462890625,346.543
287,2,308.7359924316406,297.801
288,3,320.27801513671875,312.758
289,2,304.2090148925781,304.893
290,2,280.3659973144531,298.399
292,3,319.0350036621094,304.385
293,1,312.6400146484375,300.078
294,3,320.5329895019531,290.782
295,2,303.7720031738281,314.037
296,3,345.5010070800781,349.249
297,2,291.8550109863281,298.342
298,3,304.8580017089844,304.969
299,3,270.42401123046875,278.107
300,4,315.8909912109375,304.282
301,1,294.79998779296875,301.075
302,4,327.40899658203125,329.802
303,4,296.5480041503906,324.024
304,1,301.4880065917969,311.341
305,4,323.8429870605469,324.933
307,3,305.7279968261719,271.646
309,3,295.01300048828125,304.569
310,3,298.52099609375,300.669
311,4,280.6319885253906,296.515
312,3,304.10198974609375,312.312
313,2,315.7720031738281,310.801
314,2,308.7590026855469,315.812
315,3,287.34600830078125,298.272
317,1,348.5379943847656,352.346
319,1,311.3940124511719,309.648
321,3,334.1619873046875,321.376
322,3,284.0379943847656,288.41
323,1,305.8330078125,311.341
324,3,313.12200927734375,303.407
325,1,300.39898681640625,295.127
326,4,335.7799987792969,339.261
327,3,313.52801513671875,309.793
328,2,298.04998779296875,308.276
331,1,292.8689880371094,311.937
334,1,303.4320068359375,298.399
335,3,340.9599914550781,340.194
339,2,313.1719970703125,300.078
340,4,246.95199584960938,253.065
341,3,306.343994140625,300.705
342,4,322.0530090332031,327.328
343,4,289.65301513671875,301.658
345,1,304.1669921875,311.104
347,2,306.5480041503906,298.399
349,3,351.3550109863281,340.064
