sample_idx,k,y_dataset_randseed,att_eval_seed
935,6,520.0574951171875,506.443
936,1,504.4960021972656,538.6315
937,4,536.1090087890625,526.2775
938,6,552.1185302734375,508.214
939,7,557.4860229492188,523.487
940,4,519.0225219726562,538.6315
941,4,529.8629760742188,525.706
942,2,513.5234985351562,538.6315
943,5,549.2974853515625,523.474
944,9,567.9974975585938,521.057
945,8,522.0964965820312,515.468
946,5,535.2935180664062,549.2305
947,2,524.4035034179688,504.161
948,7,536.239501953125,530.048
949,5,519.5814819335938,549.033
953,2,529.8355102539062,539.533
954,2,529.9340209960938,526.824
955,3,514.0440063476562,524.4445
956,2,530.4984741210938,541.375
957,7,540.2705078125,533.4085
958,4,534.0155029296875,521.482
959,8,528.9340209960938,530.0105
960,6,497.7434997558594,522.1635
961,3,499.9735107421875,527.5075
962,5,518.0,505.5975
963,9,555.0640258789062,522.031
964,3,521.4819946289062,505.125
965,1,522.259521484375,545.0735
966,9,536.0579833984375,544.0
967,8,509.7560119628906,554.7085
968,5,538.5120239257812,515.474
969,7,538.7789916992188,513.979
971,8,533.1875,521.69
972,7,513.5275268554688,531.0485
973,1,519.7835083007812,538.6315
974,4,518.9235229492188,515.329
975,7,514.7205200195312,514.125
976,9,515.4299926757812,502.277
977,2,512.239990234375,537.964
978,9,504.60699462890625,546.502
979,9,511.35400390625,524.1965
980,6,515.7255249023438,507.2955
981,8,517.4874877929688,519.3065
982,1,499.26300048828125,538.6315
983,6,528.6624755859375,538.8775
984,3,538.092529296875,523.0045
985,5,527.156005859375,509.223
986,5,501.8835144042969,509.1895
987,7,524.3255004882812,533.5125
988,1,495.4389953613281,538.6315
989,4,562.5385131835938,504.161
990,3,521.6259765625,531.9535
992,4,527.7584838867188,510.3295
993,1,507.968505859375,538.6315
995,3,518.3359985351562,520.199
996,8,507.75048828125,511.0645
997,1,535.228515625,538.6315
998,8,565.85400390625,510.583
999,1,523.2750244140625,543.119
