sample_idx,k,y_dataset_randseed,att_eval_seed
377,6,630.6693115234375,644.456
378,1,707.2593383789062,644.456
379,7,605.121337890625,644.456
380,8,645.6033325195312,644.456
381,6,599.5406494140625,644.456
382,7,601.6626586914062,631.304
383,7,623.1533203125,644.456
384,9,612.4966430664062,644.456
385,5,611.8740234375,644.456
386,1,615.893310546875,644.456
387,2,611.8446655273438,644.456
388,2,604.9126586914062,644.456
389,3,661.7393188476562,644.456
390,9,571.4539794921875,644.456
391,6,589.9873046875,644.456
393,2,618.2139892578125,644.456
394,3,615.0186767578125,644.456
395,3,614.1840209960938,617.06
396,5,607.9619750976562,644.456
397,5,596.9933471679688,644.456
398,9,832.16064453125,802.7286666666666
399,8,657.2378540039062,8383.770666666667
400,7,634.4473266601562,644.456
401,7,386.155517578125,1000000000000.0
402,9,607.8993530273438,644.456
403,8,578.537353515625,644.456
404,7,635.4393310546875,661.2246666666666
405,5,598.7813110351562,644.456
406,7,615.34130859375,644.456
407,4,606.9500122070312,644.456
409,8,601.225341796875,644.456
410,3,626.0453491210938,644.456
411,5,620.943359375,644.456
412,3,616.274658203125,644.456
413,3,597.3846435546875,644.456
414,2,623.170654296875,644.456
415,4,563.210693359375,644.456
416,5,621.88134765625,644.456
417,1,598.5973510742188,644.456
418,3,600.3646850585938,644.456
419,6,582.5653076171875,644.456
420,4,648.497314453125,644.456
421,4,657.1500244140625,644.456
422,5,592.5486450195312,649.0873333333333
423,9,572.45068359375,640.4453333333333
424,5,625.1439819335938,644.456
425,1,622.8679809570312,644.456
426,1,628.9646606445312,644.456
427,2,673.2313232421875,644.9866666666667
428,1,609.4860229492188,644.456
429,5,609.1966552734375,644.456
430,2,591.0846557617188,644.456
431,2,602.8433227539062,644.456
432,4,591.2479858398438,577.4813333333333
433,5,728.6813354492188,685.1153333333333
434,8,402.9448547363281,1000000000000.0
435,5,602.9353637695312,644.456
436,6,620.0426635742188,644.456
437,6,685.4353637695312,644.456
438,4,631.7340087890625,644.456
439,4,578.6473388671875,644.456
440,8,588.5239868164062,644.456
441,8,553.072021484375,644.456
442,6,581.8646850585938,2192.349333333333
443,4,650.18798828125,644.456
444,8,481.0859069824219,1000000000000.0
445,9,606.851318359375,644.456
446,8,604.9080200195312,644.456
447,8,598.6333618164062,644.456
448,8,605.46533203125,644.456
449,3,618.3699951171875,644.456
450,9,663.8140258789062,651.1513333333334
451,1,606.6320190429688,644.456
454,7,597.5380249023438,644.456
455,1,622.7100219726562,644.456
456,6,628.3560180664062,631.7926666666667
457,4,669.9389038085938,11365.476666666667
458,7,684.15869140625,644.456
459,4,583.5213623046875,644.456
