instance_id,mode,gen1_n,gen1_unique_closed_edges,gen1_best_ATT,gen1_mean_ATT,gen1_unique_ratio,none_gen1_unique_ratio,none_gen1_best_ATT,none_gen1_mean_ATT,mean_ATT,mean_reduction_vs_none_%,delta_gen1_unique_ratio_vs_none,delta_gen1_best_ATT_vs_none,delta_gen1_mean_ATT_vs_none
C_k9_2od_x0.8,init,240,206,802.836875,824.2710546875,0.8583333333333333,0.9916666666666667,798.90375,828.3634270833334,797.304625,-0.1426597578512822,0.13333333333333341,-3.933125000000018,4.0923723958333085
C_k9_2od_x0.8,mutation,240,238,798.90375,828.3634270833334,0.9916666666666667,0.9916666666666667,798.90375,828.3634270833334,798.0008750000001,-0.2301098047595284,0.0,0.0,0.0
C_k9_2od_x1.0,both,240,211,805.7975,832.8449395833334,0.8791666666666667,0.9916666666666667,812.06,837.8016708333333,810.5063,0.1513917346444801,0.11250000000000004,6.262499999999932,4.956731249999962
C_k9_2od_x1.0,init,240,211,805.7975,832.8449395833334,0.8791666666666667,0.9916666666666667,812.06,837.8016708333333,806.7733000000001,0.6112707690882184,0.11250000000000004,6.262499999999932,4.956731249999962
C_k9_2od_x1.0,mutation,240,238,812.06,837.8016708333333,0.9916666666666667,0.9916666666666667,812.06,837.8016708333333,808.0348499999999,0.4558567867945061,0.0,0.0,0.0
C_k9_2od_x1.2,both,240,213,826.7745833333333,845.5413993055555,0.8875,0.9916666666666667,821.8216666666667,848.5346961805556,823.9215833333334,-0.0202882058251078,0.10416666666666674,-4.952916666666624,2.9932968750000555
C_k9_2od_x1.2,init,240,213,826.7745833333333,845.5413993055555,0.8875,0.9916666666666667,821.8216666666667,848.5346961805556,820.8850833333332,0.3483289190088844,0.10416666666666674,-4.952916666666624,2.9932968750000555
C_k9_2od_x1.2,mutation,240,238,821.8216666666667,848.5346961805556,0.9916666666666667,0.9916666666666667,821.8216666666667,848.5346961805556,822.7519166666667,0.1217039442426693,0.0,0.0,0.0
C_k9_3od_x0.8,both,240,210,446.263125,490.50463020833337,0.875,1.0,445.68,488.6446484375,445.0129375,-0.5345827498402348,0.125,-0.5831249999999955,-1.8599817708333717
C_k9_3od_x0.8,init,240,210,446.263125,490.50463020833337,0.875,1.0,445.68,488.6446484375,441.5094375,0.2569063979647509,0.125,-0.5831249999999955,-1.8599817708333717
C_k9_3od_x0.8,mutation,240,240,445.68,488.6446484375,1.0,1.0,445.68,488.6446484375,447.521875,-1.1013864614917133,0.0,0.0,0.0
C_k9_3od_x1.0,both,240,210,592.2255,644.7999604166667,0.875,1.0,592.833,653.682825,580.4491499999999,0.6610427277085255,0.125,0.6074999999999591,8.88286458333323
C_k9_3od_x1.0,init,240,210,592.2255,644.7999604166667,0.875,1.0,592.833,653.682825,588.43075,-0.7049405308844604,0.125,0.6074999999999591,8.88286458333323
C_k9_3od_x1.0,mutation,240,240,592.833,653.682825,1.0,1.0,592.833,653.682825,586.5162499999999,-0.3772900662437405,0.0,0.0,0.0
C_k9_3od_x1.2,both,240,211,674.43875,703.6788038194444,0.8791666666666667,1.0,673.1779166666666,711.761295138889,669.7543333333334,0.3159741160572843,0.12083333333333335,-1.2608333333333803,8.082491319444557
C_k9_3od_x1.2,init,240,211,674.43875,703.6788038194444,0.8791666666666667,1.0,673.1779166666666,711.761295138889,670.9166666666666,0.1429762565151184,0.12083333333333335,-1.2608333333333803,8.082491319444557
C_k9_3od_x1.2,mutation,240,240,673.1779166666666,711.761295138889,1.0,1.0,673.1779166666666,711.761295138889,668.43625,0.5121532918802675,0.0,0.0,0.0
D_k9_1od_x0.8,both,240,206,518.064375,534.6726979166666,0.8583333333333333,0.9916666666666667,518.064375,535.6933645833334,513.3991874999999,-0.1613064886690313,0.13333333333333341,0.0,1.0206666666667843
D_k9_1od_x0.8,init,240,206,518.064375,534.6726979166666,0.8583333333333333,0.9916666666666667,518.064375,535.6933645833334,513.579875,-0.1965576080841364,0.13333333333333341,0.0,1.0206666666667843
D_k9_1od_x0.8,mutation,240,238,518.064375,535.6933645833334,0.9916666666666667,0.9916666666666667,518.064375,535.6933645833334,513.2589999999999,-0.1339566924573208,0.0,0.0,0.0
D_k9_1od_x1.0,both,240,207,519.954,536.0572354166667,0.8625,0.9916666666666667,508.6205,538.3840708333333,514.4047000000002,-0.0344789095252748,0.12916666666666665,-11.333499999999958,2.326835416666654
D_k9_1od_x1.0,init,240,207,519.954,536.0572354166667,0.8625,0.9916666666666667,508.6205,538.3840708333333,516.0431499999999,-0.3531025379044108,0.12916666666666665,-11.333499999999958,2.326835416666654
D_k9_1od_x1.0,mutation,240,238,508.6205,538.3840708333333,0.9916666666666667,0.9916666666666667,508.6205,538.3840708333333,513.2571,0.1886908398891136,0.0,0.0,0.0
D_k9_1od_x1.2,both,240,207,520.3104166666667,535.7721006944445,0.8625,0.9916666666666667,523.0454166666667,537.6956163194444,517.1003333333333,0.0557929655765416,0.12916666666666665,2.7350000000000136,1.9235156249999363
