instance,arm,run_seed,sol_id,att_default,sumo_seed,att
J_k9_6od_x1.0,init,4,S014,368.0386666666666,102,390.1793333333333
J_k9_6od_x1.0,init,4,S014,368.0386666666666,103,363.856
J_k9_6od_x1.0,init,4,S014,368.0386666666666,104,374.62266666666665
J_k9_6od_x1.0,init,4,S014,368.0386666666666,105,355.2733333333333
J_k9_6od_x1.0,init,4,S014,368.0386666666666,106,372.9266666666667
J_k9_6od_x1.0,init,4,S014,368.0386666666666,107,365.36133333333333
J_k9_6od_x1.0,init,4,S014,368.0386666666666,108,353.244
J_k9_6od_x1.0,init,4,S014,368.0386666666666,109,354.5953333333333
J_k9_6od_x1.0,init,4,S014,368.0386666666666,110,384.08133333333336
J_k9_6od_x1.0,init,5,S015,339.0613333333333,101,339.356
J_k9_6od_x1.0,init,5,S015,339.0613333333333,102,341.9773333333333
J_k9_6od_x1.0,init,5,S015,339.0613333333333,103,337.7753333333333
J_k9_6od_x1.0,init,5,S015,339.0613333333333,104,347.238
J_k9_6od_x1.0,init,5,S015,339.0613333333333,105,341.3186666666667
J_k9_6od_x1.0,init,5,S015,339.0613333333333,106,345.92466666666667
J_k9_6od_x1.0,init,5,S015,339.0613333333333,107,352.3113333333333
J_k9_6od_x1.0,init,5,S015,339.0613333333333,108,343.03333333333336
J_k9_6od_x1.0,init,5,S015,339.0613333333333,109,340.352
J_k9_6od_x1.0,init,5,S015,339.0613333333333,110,340.99133333333333
J_k9_6od_x1.0,init,6,S016,324.6326666666667,101,326.9633333333333
J_k9_6od_x1.0,init,6,S016,324.6326666666667,102,332.766
J_k9_6od_x1.0,init,6,S016,324.6326666666667,103,330.9393333333333
J_k9_6od_x1.0,init,6,S016,324.6326666666667,104,325.73133333333334
J_k9_6od_x1.0,init,6,S016,324.6326666666667,105,326.362
J_k9_6od_x1.0,init,6,S016,324.6326666666667,106,326.422
J_k9_6od_x1.0,init,6,S016,324.6326666666667,107,333.46933333333334
J_k9_6od_x1.0,init,6,S016,324.6326666666667,108,330.434
J_k9_6od_x1.0,init,6,S016,324.6326666666667,109,326.21066666666667
J_k9_6od_x1.0,init,6,S016,324.6326666666667,110,330.90866666666665
J_k9_6od_x1.0,init,7,S017,342.53333333333336,101,342.592
J_k9_6od_x1.0,init,7,S017,342.53333333333336,102,340.1213333333333
J_k9_6od_x1.0,init,7,S017,342.53333333333336,103,342.74066666666664
J_k9_6od_x1.0,init,7,S017,342.53333333333336,104,350.778
J_k9_6od_x1.0,init,7,S017,342.53333333333336,105,341.974
J_k9_6od_x1.0,init,7,S017,342.53333333333336,106,344.15866666666665
J_k9_6od_x1.0,init,7,S017,342.53333333333336,107,351.4293333333333
J_k9_6od_x1.0,init,7,S017,342.53333333333336,108,340.77133333333336
J_k9_6od_x1.0,init,7,S017,342.53333333333336,109,351.63733333333334
J_k9_6od_x1.0,init,7,S017,342.53333333333336,110,350.858
J_k9_6od_x1.0,init,8,S018,382.194,101,356.73333333333335
J_k9_6od_x1.0,init,8,S018,382.194,102,347.994
J_k9_6od_x1.0,init,8,S018,382.194,103,344.732
J_k9_6od_x1.0,init,8,S018,382.194,104,369.1693333333333
J_k9_6od_x1.0,init,8,S018,382.194,105,348.4626666666667
J_k9_6od_x1.0,init,8,S018,382.194,106,352.262
J_k9_6od_x1.0,init,8,S018,382.194,107,369.08866666666665
J_k9_6od_x1.0,init,8,S018,382.194,108,349.2846666666667
J_k9_6od_x1.0,init,8,S018,382.194,109,351.29266666666666
J_k9_6od_x1.0,init,8,S018,382.194,110,364.976
J_k9_6od_x1.0,init,9,S019,342.53333333333336,101,342.592
J_k9_6od_x1.0,init,9,S019,342.53333333333336,102,340.1213333333333
J_k9_6od_x1.0,init,9,S019,342.53333333333336,103,342.74066666666664
J_k9_6od_x1.0,init,9,S019,342.53333333333336,104,350.778
J_k9_6od_x1.0,init,9,S019,342.53333333333336,105,341.974
J_k9_6od_x1.0,init,9,S019,342.53333333333336,106,344.15866666666665
J_k9_6od_x1.0,init,9,S019,342.53333333333336,107,351.4293333333333
J_k9_6od_x1.0,init,9,S019,342.53333333333336,108,340.77133333333336
J_k9_6od_x1.0,init,9,S019,342.53333333333336,109,351.63733333333334
J_k9_6od_x1.0,init,9,S019,342.53333333333336,110,350.858
J_k9_6od_x1.0,mutation,0,S020,374.48,101,378.6413333333333
J_k9_6od_x1.0,mutation,0,S020,374.48,102,388.076
J_k9_6od_x1.0,mutation,0,S020,374.48,103,578.764
J_k9_6od_x1.0,mutation,0,S020,374.48,104,412.538
J_k9_6od_x1.0,mutation,0,S020,374.48,105,379.5606666666667
J_k9_6od_x1.0,mutation,0,S020,374.48,106,374.27666666666664
J_k9_6od_x1.0,mutation,0,S020,374.48,107,558.106
J_k9_6od_x1.0,mutation,0,S020,374.48,108,612.7153333333333
