instance_id,mode,seed,sol_id,att_default,sumo_seed,att
A_k4_1od_x1.0,mutation,4,S0031,273.185,204,282.925
A_k4_1od_x1.0,mutation,4,S0031,273.185,205,294.831
A_k4_1od_x1.0,mutation,5,S0007,264.904,201,272.805
A_k4_1od_x1.0,mutation,5,S0007,264.904,202,271.892
A_k4_1od_x1.0,mutation,5,S0007,264.904,203,283.497
A_k4_1od_x1.0,mutation,5,S0007,264.904,204,274.309
A_k4_1od_x1.0,mutation,5,S0007,264.904,205,281.877
A_k4_1od_x1.0,mutation,6,S0018,261.808,201,267.833
A_k4_1od_x1.0,mutation,6,S0018,261.808,202,273.283
A_k4_1od_x1.0,mutation,6,S0018,261.808,203,272.091
A_k4_1od_x1.0,mutation,6,S0018,261.808,204,265.699
A_k4_1od_x1.0,mutation,6,S0018,261.808,205,270.82
A_k4_1od_x1.0,mutation,7,S0020,267.196,201,286.125
A_k4_1od_x1.0,mutation,7,S0020,267.196,202,289.727
A_k4_1od_x1.0,mutation,7,S0020,267.196,203,278.308
A_k4_1od_x1.0,mutation,7,S0020,267.196,204,282.557
A_k4_1od_x1.0,mutation,7,S0020,267.196,205,286.731
A_k4_1od_x1.0,mutation,8,S0012,273.328,201,300.615
A_k4_1od_x1.0,mutation,8,S0012,273.328,202,282.048
A_k4_1od_x1.0,mutation,8,S0012,273.328,203,282.376
A_k4_1od_x1.0,mutation,8,S0012,273.328,204,279.515
A_k4_1od_x1.0,mutation,8,S0012,273.328,205,276.709
A_k4_1od_x1.0,mutation,9,S0007,264.904,201,272.805
A_k4_1od_x1.0,mutation,9,S0007,264.904,202,271.892
A_k4_1od_x1.0,mutation,9,S0007,264.904,203,283.497
A_k4_1od_x1.0,mutation,9,S0007,264.904,204,274.309
A_k4_1od_x1.0,mutation,9,S0007,264.904,205,281.877
A_k4_1od_x1.0,none,0,S0001,272.822,201,286.713
A_k4_1od_x1.0,none,0,S0001,272.822,202,271.084
A_k4_1od_x1.0,none,0,S0001,272.822,203,281.864
A_k4_1od_x1.0,none,0,S0001,272.822,204,282.825
A_k4_1od_x1.0,none,0,S0001,272.822,205,280.201
A_k4_1od_x1.0,none,1,S0008,267.71,201,282.939
A_k4_1od_x1.0,none,1,S0008,267.71,202,267.384
A_k4_1od_x1.0,none,1,S0008,267.71,203,270.379
A_k4_1od_x1.0,none,1,S0008,267.71,204,267.414
A_k4_1od_x1.0,none,1,S0008,267.71,205,271.664
A_k4_1od_x1.0,none,2,S0026,268.593,201,283.224
A_k4_1od_x1.0,none,2,S0026,268.593,202,274.207
A_k4_1od_x1.0,none,2,S0026,268.593,203,264.79
A_k4_1od_x1.0,none,2,S0026,268.593,204,276.408
A_k4_1od_x1.0,none,2,S0026,268.593,205,264.856
A_k4_1od_x1.0,none,3,S0021,266.551,201,255.514
A_k4_1od_x1.0,none,3,S0021,266.551,202,262.003
A_k4_1od_x1.0,none,3,S0021,266.551,203,267.999
A_k4_1od_x1.0,none,3,S0021,266.551,204,265.548
A_k4_1od_x1.0,none,3,S0021,266.551,205,261.675
A_k4_1od_x1.0,none,4,S0010,271.075,201,270.696
A_k4_1od_x1.0,none,4,S0010,271.075,202,268.764
A_k4_1od_x1.0,none,4,S0010,271.075,203,289.224
A_k4_1od_x1.0,none,4,S0010,271.075,204,276.494
A_k4_1od_x1.0,none,4,S0010,271.075,205,278.244
